0,0,0,0,0,0,0,0,0,0,0,0,0
0.0796939461695365,0.00133930915175152,6.69666773813352e-06,0,0,0,0,0,0,0,0,0,0
0.277097436453245,0.0201420152202938,0.000428586735240545,0,0,0,0,0,0,0,0,0,0
0.376460678630794,0.0433891374340653,0.00144648023143684,0,0,0,0,0,0,0,0,0,0
0.452359333763178,0.0737044277732792,0.00342869388192436,0,0,0,0,0,0,0,0,0,0
0.539492623844793,0.309272291535783,0.0459324440158577,0,0,0,0,0,0,0,0,0,0
0.511482470612241,0.354161726501942,0.0620178399228544,0,0,0,0,0,0,0,0,0,0
0.494162492640849,0.375717946210803,0.0713061180756456,0,0,0,0,0,0,0,0,0,0
0.384385077936039,0.46817941097428,0.131810511089682,0,0,0,0,0,0,0,0,0,0
0.334311295186664,0.495011994963911,0.163325029465338,0,0,0,0,0,0,0,0,0,0
0.258829783429901,0.520362066014458,0.219436408443159,0,0,0,0,0,0,0,0,0,0
0.258829783429901,0.520362066014458,0.219436408443159,0,0,0,0,0,0,0,0,0,0
0.167965600644988,0.519594669364655,0.312439729990357,0,0,0,0,0,0,0,0,0,0
0.130792797635044,0.502025428015872,0.366931774349084,0.000250000000000001,0,0,0,0,0,0,0,0,0
0.114463853802741,0.489234012638918,0.395458383558341,0.000843749999999998,0,0,0,0,0,0,0,0,0
0.0859983875302338,0.456800853067645,0.453294509402121,0.00390625,0,0,0,0,0,0,0,0,0
0.0626928245095404,0.416784935856901,0.509803489633558,0.01071875,0,0,0,0,0,0,0,0,0
0.0440311744154797,0.371047477947105,0.562140097637416,0.02278125,0,0,0,0,0,0,0,0,0
0.00368718086535878,0.144328730417187,0.669734088717454,0.18225,0,0,0,0,0,0,0,0,0
0.0013437248051599,0.100392051472564,0.648264223722276,0.25,0,0,0,0,0,0,0,0,0
0.000687987100241868,0.0806985244715999,0.629207238428158,0.28940625,0,0,0,0,0,0,0,0,0
0,0.0225183823529412,0.489200367647059,0.48828125,0,0,0,0,0,0,0,0,0
0,0.0225183823529412,0.489200367647059,0.48828125,0,0,0,0,0,0,0,0,0
0,0.0225183823529412,0.489200367647059,0.48828125,0,0,0,0,0,0,0,0,0
0,0.0225183823529412,0.489200367647059,0.48828125,0,0,0,0,0,0,0,0,0
0,0.0225183823529412,0.489200367647059,0.48828125,0,0,0,0,0,0,0,0,0
0,0.0225183823529412,0.489200367647059,0.48828125,0,0,0,0,0,0,0,0,0
0,0.0141806722689075,0.436950280112045,0.548540640394089,0.000328407224958954,0,0,0,0,0,0,0,0
0,0.00177258403361344,0.260452118347339,0.716757235221675,0.0210180623973728,0,0,0,0,0,0,0,0
0,0.00177258403361344,0.260452118347339,0.716757235221675,0.0210180623973728,0,0,0,0,0,0,0,0
0,0.00177258403361344,0.260452118347339,0.716757235221675,0.0210180623973728,0,0,0,0,0,0,0,0
0,0.00177258403361344,0.260452118347339,0.716757235221675,0.0210180623973728,0,0,0,0,0,0,0,0
0,0.000525210084033615,0.203343837535014,0.755080049261084,0.0410509031198686,0,0,0,0,0,0,0,0
0,0.000525210084033615,0.203343837535014,0.755080049261084,0.0410509031198686,0,0,0,0,0,0,0,0
0,6.5651260504201e-05,0.15125131302521,0.777747075123153,0.0709359605911331,0,0,0,0,0,0,0,0
0,6.5651260504201e-05,0.15125131302521,0.777747075123153,0.0709359605911331,0,0,0,0,0,0,0,0
0,0,0.106666666666667,0.780689655172414,0.112643678160919,0,0,0,0,0,0,0,0
0,0,0.106666666666667,0.780689655172414,0.112643678160919,0,0,0,0,0,0,0,0
0,0,0.0714583333333335,0.761208855799373,0.167206548241031,0.000126262626262625,0,0,0,0,0,0,0
0,0,0.0714583333333335,0.761208855799373,0.167206548241031,0.000126262626262625,0,0,0,0,0,0,0
0,0,0.0714583333333335,0.761208855799373,0.167206548241031,0.000126262626262625,0,0,0,0,0,0,0
0,0,0.0450000000000002,0.722084639498433,0.231905259491466,0.001010101010101,0,0,0,0,0,0,0
0,0,0.0450000000000002,0.722084639498433,0.231905259491466,0.001010101010101,0,0,0,0,0,0,0
0,0,0.0260416666666666,0.667466692789968,0.303082549634274,0.00340909090909093,0,0,0,0,0,0,0
0,0,0.0133333333333333,0.601504702194357,0.377081156391501,0.00808080808080809,0,0,0,0,0,0,0
0,0,0.0133333333333333,0.601504702194357,0.377081156391501,0.00808080808080809,0,0,0,0,0,0,0
0,0,0.0133333333333333,0.601504702194357,0.377081156391501,0.00808080808080809,0,0,0,0,0,0,0
0,0,0,0.307210031347962,0.628143504005573,0.0646464646464647,0,0,0,0,0,0,0
